60032,213,11
60033,314,11
60034,291,10
60035,75,15
60036,280,10
60037,255,7
60038,254,8
60039,253,9
60040,78,13
60041,295,10
60042,59,13
60043,34,12
60044,279,10
60045,51,12
60046,44,13
60047,76,8
70001,150,13
70002,245,12
70003,230,9
70004,346,13
70005,229,13
70006,109,15
70007,117,15
70008,124,12
70009,299,12
70010,208,11
70011,311,14
70012,216,15
70013,341,14
70014,354,15
70015,324,14
70016,326,12
90001,1,3
90002,2,5
90003,4,6
90026,135,7
90027,136,10
90028,141,9
90029,142,13
90030,146,12
90031,148,14
90032,149,11
90033,151,10
90034,152,12
90035,153,12
90036,156,14
90037,159,10
90038,160,14
90039,161,12
90040,162,12
90041,164,14
90042,167,10
90043,169,12
90044,172,12
90045,173,10
90046,174,12
90047,176,14
90048,179,14
90049,183,10
90050,184,12
90051,185,12
90052,186,12
90053,187,12
90054,188,12
90055,190,12
90056,191,10
90057,194,12
90058,195,12
90059,197,14
90060,198,14
90061,199,12
90062,200,10
90063,201,9
90064,204,15
90065,206,15
90066,209,14
90067,211,14
90068,212,13
90069,214,12
90070,215,12
90071,217,14
90072,222,13
90073,224,15
90074,227,7
90075,232,11
90076,233,8
90077,235,7
90078,236,14
90079,238,11
90080,243,15
90081,244,13
90082,246,13
90083,249,9
90084,250,6
90085,251,11
90086,252,9
90087,256,8
90088,257,9
90089,258,8
90090,259,7
90091,260,11
90092,261,11
90093,262,5
90094,264,14
90095,267,15
90096,268,7
90097,269,8
90098,270,7
90099,274,11
90100,275,9
90101,276,9
90102,278,15
90103,281,14
90104,283,14
90105,284,14
90106,285,10
90107,286,8
90108,287,7
90109,288,12
90110,290,6
90111,292,9
90112,293,14
90113,294,8
90114,296,8
90115,301,12
90116,302,14
90117,303,9
90118,304,12
90119,305,10
90120,306,11
90121,307,13
90122,308,9
90123,309,10
90124,310,8
90125,312,11
90126,315,14
90127,316,13
90128,317,12
90129,318,15
90130,319,12
90131,320,12
90132,321,7
90133,322,9
90134,323,11
90135,327,11
90136,328,14
90137,329,15
90138,330,12
90139,331,10
90140,332,9
90141,333,13
90142,334,14
90143,335,9
90144,336,11
90145,339,13
90146,340,15
90147,342,14
90148,343,9
90149,344,11
90150,345,8
90151,347,15
90152,348,12
90153,349,8
90154,350,10
90155,351,14
90156,352,6
90157,353,9
90158,355,15
90159,356,9
90160,357,10
90161,358,10
90162,359,10
90163,360,9
90164,361,7
90165,362,13
90166,363,8
90167,365,8
90168,366,7
90169,369,5
90170,370,14
90171,371,8
90172,372,8
90173,373,10
90174,374,8
90175,375,12
90176,376,8
90177,378,8
90178,379,8
90179,381,14
90180,382,8
90181,384,12
90182,385,6
90183,386,8
90184,387,10
90185,388,11
90186,389,14
90187,390,13
90188,391,14
102001,247,15
102002,453,14
102003,564,13
102004,248,12
102005,62,14
102006,467,10
102007,154,13
102008,129,11
102009,598,10
102010,561,11
102011,428,9
102012,478,15
102013,263,9
102014,122,10
102015,203,15
102016,430,14
102017,128,14
102018,137,14
102019,129,12
102020,593,9
102021,122,11
102022,395,14
102023,704,14
103001,79,18
103002,520,12
103003,38,14
103004,572,14
103005,436,14
103006,492,10
103007,567,12
103008,75,18
103009,297,10
103010,503,14
103011,417,16
103012,203,12
103013,544,14
103014,461,13
103015,272,15
103016,401,14
103017,553,12
103018,397,14
103019,398,11
103020,712,12
103021,713,12
103022,722,14
103023,731,14
103024,732,14
103025,733,14
103026,742,16
103027,746,16
103028,744,16
104001,426,14
104002,489,12
104003,570,15
104004,247,14
104005,52,10
104006,90,13
104007,128,11
104008,137,12
104009,472,16
104010,575,15
104011,242,11
104012,282,13
104013,529,10
104014,410,10
104015,240,14
104016,455,15
104017,226,16
104018,541,12
104019,471,14
104020,597,7
104021,122,9
104022,589,11
104023,450,14
104024,434,12
104025,85,14
104026,441,15
104027,202,11
104028,271,11
104029,582,16
104030,703,12
104031,708,12
104032,711,11
104033,714,9
104034,720,12
104035,743,13
104036,735,14
104037,736,14
104038,737,14
105001,484,9
105002,491,11
105003,482,16
105004,86,15
105005,466,14
105006,563,10
105007,452,14
105008,422,13
105009,495,7
105010,497,12
105011,546,11
105012,272,14
105013,239,13
105014,565,12
105015,513,15
105016,129,9
105017,493,11
105018,509,9
105019,577,11
105020,248,11
105021,223,10
105022,104,14
105023,157,11
105024,547,12
105025,464,12
105026,61,18
105027,474,12
105028,454,9
105029,525,15
105030,543,18
105031,139,12
105032,101,16
105033,406,16
105034,444,8
105035,457,14
105036,403,10
105037,510,8
105038,226,15
105039,97,12
105040,116,15
105041,705,12
105042,710,13
105043,715,8
105044,718,18
105045,724,12
105046,740,13
105047,741,15
105048,751,10
105049,752,9
105050,754,8
106001,52,10
106002,486,13
106003,38,12
106004,460,9
106005,554,9
106006,566,14
106007,115,13
106008,531,12
106009,590,10
106010,594,12
106011,145,13
106012,532,17
106013,265,12
106014,412,10
106015,427,14
106016,522,13
106017,62,12
106018,511,16
106019,277,11
106020,413,13
106021,297,9
106022,266,12
106023,433,8
106024,527,11
106025,531,12
106026,574,7
106027,702,15
106028,717,11
106029,726,10
106030,727,11
106031,730,9
106032,753,10
106033,734,12
106034,738,13
106035,758,9
106036,739,15
107001,408,10
107002,515,12
107003,729,10
107004,181,12
107005,192,12
107006,459,15
107007,559,11
107008,576,11
107009,100,14
107010,458,15
107011,424,10
107012,64,16
107013,549,15
107014,414,12
107015,487,12
107016,523,10
107017,542,7
107018,507,12
107019,502,12
107020,110,16
107021,423,14
107022,425,15
107023,409,9
107024,241,12
107025,88,13
107026,420,12
107027,446,16
107028,534,13
107029,58,12
107030,568,10
107031,271,10
107032,163,12
107033,166,14
107034,505,11
107035,112,16
107036,579,11
107037,210,14
107038,220,13
107039,580,7
107040,438,12
107041,380,12
107042,298,8
107043,706,15
107044,707,14
107045,716,10
107046,719,13
107047,721,13
107048,725,12
107049,745,16
107050,747,12
107051,748,13
107052,750,13
107053,757,9
107054,759,12
107055,760,12
107056,755,9
108001,147,8
108002,456,8
108003,114,9
108004,550,12
108005,537,11
108006,416,14
108007,92,11
108008,443,10
108009,470,14
108010,536,10
108011,421,11
108012,462,10
108013,528,11
108014,473,12
108015,521,12
108016,584,15
108017,449,12
108018,451,14
108019,540,10
108020,234,15
108021,218,13
108022,325,14
108023,364,7
108024,119,15
108025,105,18
108026,701,12
108027,709,15
108028,723,14
108029,728,11
108030,749,13
108031,756,10
109001,43,9
109002,587,11
109003,418,10
109004,533,10
109005,71,12
109006,133,11
109007,498,9
109008,538,9
109009,45,12
109010,140,11
109011,551,9
109012,155,10
109013,207,13
109014,578,10
109015,518,12
109016,273,12
109017,504,8
109018,552,10
109019,480,8
109020,432,8
109021,108,13
109022,221,14
109023,407,10
109024,468,12
109025,445,6
109026,228,9
109027,485,8
109028,490,9
109029,530,10
109030,551,9
109031,439,13
109032,539,9
109033,437,8
109034,158,12
109035,496,9
109036,84,11
109037,488,11
109038,499,10
109039,415,10
109040,138,8
109041,587,11
109042,596,9
109043,479,11
109044,516,12
109045,600,10
109046,440,12
109047,562,11
109048,400,10
109049,448,7
109050,517,12
109051,557,11
109052,524,13
109053,225,10
109054,431,12
109055,465,7
109056,556,8
109057,481,12
109058,591,12
109059,447,10
109060,419,12
109061,501,9
109062,442,11
109063,571,12
109064,586,10
109065,494,9
109066,500,11
109067,555,11
109068,123,11
110001,36,11
110002,40,10
110003,50,11
110004,60,11
110005,83,10
110006,87,11
110007,46,12
110008,89,11
110009,93,8
110010,27,12
110011,49,15
110012,54,10
110013,63,11
110014,106,12
110015,39,12
110016,111,13
110017,41,13
110018,95,10
110019,165,14
110020,182,12
110021,45,12
110022,70,13
110023,113,11
110024,143,11
110025,170,10
110026,219,11
110027,411,8
110028,429,8
110029,435,7
110030,463,9
110031,469,5
110032,477,8
110033,483,14
110034,506,8
110035,508,7
110036,512,11
110037,514,14
110038,526,9
110039,535,12
110040,545,8
110041,548,10
110042,569,9
110043,581,12
110044,583,9
110045,592,6
110046,599,12
110047,595,8
110048,519,9
110049,558,7
110050,573,10
110051,585,10
110052,588,9
200001,9001,
200002,9002,
200003,9003,
200004,9004,
200005,9005,
200006,9006,
200007,9007,
200008,9008,
200009,9009,
200010,9010,
200011,9011,
200012,9012,
200013,9013,
200014,9014,
200015,9015,
200016,9017,
200017,9016,
200018,9018,
200019,9019,
200020,9020,
200021,9021,
200022,9022,
200023,9023,
200024,9024,
200025,9025,
200026,9026,
200027,9027,
200028,9028,
200029,9029,
200030,9030,
300001,8001,
300002,8002,
300003,8003,
300004,8004,
300005,8005,
300006,8006,
300007,8007,
300008,8008,
300009,8009,
300010,8010,
300011,8011,
300012,8012,
300013,8013,
300014,8014,
300015,8015,
300016,8016,
300017,8017,
300018,8018,
300019,8019,
300020,8020,
20220101,484,9
20220102,20220102,
20220103,482,16
20220104,86,15
20220105,466,14
20220106,20220106,
20220107,20220107,
20220108,422,13
20220109,139,12
20220110,20220110,
20220111,546,11
20220112,272,14
20220113,20220113,
20220114,565,12
20220115,20220115,
20220116,129,9
20220117,493,11
20220118,509,9
20220119,20220119,
20220120,248,11
20220121,223,10
20220122,20220122,
20220123,157,11
20220124,547,12
20220125,20220125,
20220126,61,18
20220127,474,12
20220128,454,9
20220129,525,15
20220130,543,18
20220131,139,12
20220201,52,10
20220202,489,12
20220203,570,15
20220204,247,14
20220205,426,14
20220206,90,13
20220207,128,11
20220208,137,12
20220209,472,16
20220210,575,15
20220211,242,11
20220212,282,13
20220213,529,10
20220214,410,10
20220215,240,14
20220216,455,15
20220217,226,16
20220218,541,12
20220219,471,14
20220220,597,7
20220221,122,9
20220222,589,11
20220223,450,14
20220224,434,12
20220225,85,14
20220226,441,15
20220227,202,11
20220228,271,11
20220301,20220301,
20220302,20220302,
20220303,20220303,
20220304,20220304,
20220305,20220305,
20220306,20220306,
20220307,20220307,
20220308,20220308,
20220309,20220309,
20220310,20220310,
20220311,20220311,
20220312,20220312,
20220313,20220313,
20220314,20220314,
20220315,20220315,
20220316,20220316,
20220317,20220317,
20220318,20220318,
20220319,20220319,
20220320,20220320,
20220321,20220321,
20220322,20220322,
20220323,20220323,
20220324,20220324,
20220325,20220325,
20220326,20220326,
20220327,20220327,
20220328,20220328,
20220329,20220329,
20220330,20220330,
20220331,20220331,
